,Player,Pos,Date,TM,OPP,H/A,W/L,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1475,Jordan Clarkson,G,2018-10-19,CLE,MIN,A,L,0,24,8,14,0.571,8,12,0.667,0,2,0.0,3,3,1.0,1,3,4,1,1,1,3,1,19
1476,Jordan Clarkson,G,2018-11-23,CLE,PHI,A,W,0,20,8,15,0.533,6,10,0.6,2,5,0.4,1,1,1.0,2,1,3,0,0,0,1,3,19
1477,Jordan Clarkson,G,2018-10-21,CLE,ATL,H,L,0,23,7,12,0.583,4,7,0.571,3,5,0.6,2,3,0.667,0,3,3,2,0,0,1,2,19
1478,John Collins,F,2018-11-30,ATL,OKC,A,L,1,33,9,15,0.6,9,12,0.75,0,3,0.0,1,1,1.0,4,7,11,1,0,1,1,0,19
1479,Mike Conley,G,2018-10-30,MEM,WAS,H,W,1,35,6,18,0.333,4,10,0.4,2,8,0.25,5,7,0.714,0,3,3,7,1,1,2,2,19
1480,Mike Conley,G,2018-11-16,MEM,SAC,H,W,1,34,7,16,0.438,6,12,0.5,1,4,0.25,4,8,0.5,0,3,3,6,0,0,4,2,19
1481,Mike Conley,G,2018-11-23,MEM,LAC,A,L,1,30,6,10,0.6,3,4,0.75,3,6,0.5,4,4,1.0,0,3,3,11,0,0,6,6,19
1482,Mike Conley,G,2018-12-10,MEM,DEN,A,L,1,32,5,14,0.357,3,6,0.5,2,8,0.25,7,7,1.0,0,1,1,6,2,0,1,2,19
1483,Quinn Cook,G,2018-11-23,GSW,POR,H,W,1,30,7,16,0.438,2,8,0.25,5,8,0.625,0,0,,0,5,5,2,0,0,0,3,19
1484,Jae Crowder,F,2018-12-02,UTA,MIA,A,L,1,34,6,15,0.4,3,8,0.375,3,7,0.429,4,4,1.0,2,4,6,2,1,0,4,3,19
1485,Dante Cunningham,F,2018-11-19,SAS,NOP,A,L,1,32,7,7,1.0,2,2,1.0,5,5,1.0,0,0,,3,4,7,3,0,0,1,2,19
1486,Stephen Curry,G,2018-11-05,GSW,MEM,H,W,1,32,6,17,0.353,3,11,0.273,3,6,0.5,4,4,1.0,2,3,5,7,1,1,5,1,19
1487,Spencer Dinwiddie,G,2018-11-21,BRK,DAL,A,L,0,28,5,11,0.455,4,6,0.667,1,5,0.2,8,10,0.8,0,2,2,7,1,0,1,1,19
1488,Luka Doncic,G-F,2018-10-22,DAL,CHI,H,W,1,36,7,14,0.5,4,6,0.667,3,8,0.375,2,2,1.0,0,3,3,6,1,0,3,3,19
1489,Andre Drummond,C,2018-11-25,DET,PHO,H,W,1,31,9,14,0.643,9,14,0.643,0,0,,1,8,0.125,7,9,16,1,5,0,3,4,19
1490,Andre Drummond,C,2018-11-30,DET,CHI,H,W,1,30,9,16,0.563,9,16,0.563,0,0,,1,2,0.5,8,12,20,2,2,4,2,3,19
1491,Andre Drummond,C,2018-12-15,DET,BOS,H,W,1,33,6,14,0.429,6,14,0.429,0,0,,7,9,0.778,4,16,20,1,3,5,1,3,19
1492,Wayne Ellington,G,2018-11-18,MIA,LAL,H,L,1,38,7,14,0.5,2,3,0.667,5,11,0.455,0,0,,0,2,2,1,0,0,1,1,19
1493,Joel Embiid,C,2018-11-14,PHI,ORL,A,L,1,36,6,20,0.3,2,13,0.154,4,7,0.571,3,4,0.75,0,13,13,10,0,2,2,2,19
1494,James Ennis,F,2018-11-15,HOU,GSW,H,W,1,33,7,11,0.636,5,5,1.0,2,6,0.333,3,5,0.6,3,2,5,1,1,0,0,3,19
1495,Tyreke Evans,G-F,2018-10-24,IND,SAS,A,W,0,23,7,14,0.5,2,7,0.286,5,7,0.714,0,0,,0,0,0,5,2,1,0,2,19
1496,Dorian Finney-Smith,F,2018-11-02,DAL,NYK,H,L,0,27,8,10,0.8,6,8,0.75,2,2,1.0,1,2,0.5,5,2,7,2,2,0,1,5,19
1497,Evan Fournier,G-F,2018-11-02,ORL,LAC,H,L,1,28,7,12,0.583,6,10,0.6,1,2,0.5,4,6,0.667,1,2,3,4,3,0,4,3,19
1498,Evan Fournier,G-F,2018-11-18,ORL,NYK,H,W,1,30,7,10,0.7,5,6,0.833,2,4,0.5,3,4,0.75,0,4,4,6,1,1,3,3,19
1499,De'Aaron Fox,G,2018-11-12,SAC,SAS,H,W,1,31,7,9,0.778,4,5,0.8,3,4,0.75,2,4,0.5,0,3,3,7,2,1,4,2,19
1500,De'Aaron Fox,G,2018-11-17,SAC,HOU,A,L,1,25,8,14,0.571,6,10,0.6,2,4,0.5,1,1,1.0,0,1,1,3,1,0,3,4,19
1501,Danilo Gallinari,F,2018-11-15,LAC,SAS,H,W,1,31,4,9,0.444,2,5,0.4,2,4,0.5,9,10,0.9,0,6,6,1,0,0,1,1,19
1502,Marc Gasol,C,2018-10-27,MEM,PHO,H,W,1,31,8,16,0.5,5,10,0.5,3,6,0.5,0,0,,0,8,8,3,3,0,2,2,19
1503,Marc Gasol,C,2018-10-30,MEM,WAS,H,W,1,36,7,10,0.7,5,7,0.714,2,3,0.667,3,7,0.429,0,5,5,6,5,0,0,1,19
1504,Marc Gasol,C,2018-11-16,MEM,SAC,H,W,1,35,7,12,0.583,5,6,0.833,2,6,0.333,3,5,0.6,5,9,14,2,0,0,4,4,19
1505,Rudy Gay,F,2018-11-18,SAS,GSW,H,W,1,30,6,10,0.6,3,7,0.429,3,3,1.0,4,5,0.8,0,5,5,1,0,3,2,3,19
1506,Rudy Gay,F,2018-11-15,SAS,LAC,A,L,0,25,8,12,0.667,7,9,0.778,1,3,0.333,2,2,1.0,3,3,6,2,0,0,0,4,19
1507,Paul George,F,2018-12-07,OKC,CHI,A,L,1,36,6,16,0.375,4,7,0.571,2,9,0.222,5,6,0.833,0,5,5,7,4,0,3,1,19
1508,Paul George,F,2018-11-23,OKC,CHO,H,W,1,37,8,21,0.381,5,11,0.455,3,10,0.3,0,0,,3,4,7,6,2,1,3,1,19
1509,Shai Gilgeous-Alexander,G,2018-11-08,LAC,POR,A,L,1,35,7,12,0.583,5,10,0.5,2,2,1.0,3,6,0.5,1,2,3,2,0,1,1,3,19
1510,Rudy Gobert,C,2018-10-17,UTA,SAC,A,W,1,37,7,9,0.778,7,9,0.778,0,0,,5,5,1.0,3,12,15,0,0,3,2,3,19
1511,Aaron Gordon,F,2018-12-05,ORL,DEN,H,L,1,39,8,19,0.421,5,11,0.455,3,8,0.375,0,0,,1,5,6,5,1,1,1,4,19
1512,Danny Green,G-F,2018-12-14,TOR,POR,A,L,1,36,6,10,0.6,1,3,0.333,5,7,0.714,2,2,1.0,2,10,12,0,0,2,1,4,19
1513,Gerald Green,G-F,2018-10-26,HOU,LAC,H,L,0,23,7,14,0.5,3,5,0.6,4,9,0.444,1,1,1.0,0,5,5,1,0,0,2,5,19
1514,JaMychal Green,F,2018-12-05,MEM,LAC,H,W,0,29,7,12,0.583,7,8,0.875,0,4,0.0,5,6,0.833,4,7,11,1,2,0,1,4,19
1515,Jeff Green,F,2018-11-10,WAS,MIA,A,W,0,34,8,12,0.667,6,8,0.75,2,4,0.5,1,1,1.0,3,7,10,0,1,0,2,1,19
1516,Blake Griffin,F,2018-12-17,DET,MIL,H,L,1,35,4,13,0.308,2,6,0.333,2,7,0.286,9,12,0.75,0,10,10,11,1,0,10,3,19
1517,Tim Hardaway,G,2018-12-16,NYK,IND,A,L,1,35,8,18,0.444,7,13,0.538,1,5,0.2,2,3,0.667,1,1,2,3,2,1,3,2,19
1518,Tim Hardaway,G,2018-11-27,NYK,DET,A,L,1,31,5,15,0.333,3,8,0.375,2,7,0.286,7,7,1.0,2,4,6,3,2,0,2,1,19
1519,James Harden,G,2018-11-08,HOU,OKC,A,L,1,38,7,19,0.368,3,7,0.429,4,12,0.333,1,3,0.333,1,7,8,5,2,1,5,3,19
1520,Montrezl Harrell,F-C,2018-11-08,LAC,POR,A,L,0,25,8,9,0.889,8,9,0.889,0,0,,3,5,0.6,2,4,6,2,1,3,1,2,19
1521,Joe Harris,G,2018-11-17,BRK,LAC,H,L,1,30,7,11,0.636,5,8,0.625,2,3,0.667,3,5,0.6,0,1,1,4,1,0,0,3,19
1522,Joe Harris,G,2018-10-20,BRK,IND,A,L,1,32,6,11,0.545,1,5,0.2,5,6,0.833,2,3,0.667,1,1,2,3,0,1,1,3,19
1523,Joe Harris,G,2018-12-14,BRK,WAS,H,W,1,31,8,13,0.615,5,6,0.833,3,7,0.429,0,0,,0,2,2,6,1,1,1,1,19
1524,Joe Harris,G,2018-12-18,BRK,LAL,H,W,1,38,7,13,0.538,4,9,0.444,3,4,0.75,2,2,1.0,1,3,4,2,1,0,0,3,19
1525,Joe Harris,G,2018-12-05,BRK,OKC,H,L,1,34,6,12,0.5,3,8,0.375,3,4,0.75,4,5,0.8,1,6,7,2,1,0,0,5,19
1526,Tobias Harris,F,2018-10-17,LAC,DEN,H,L,1,41,6,13,0.462,4,7,0.571,2,6,0.333,5,6,0.833,1,9,10,1,0,3,2,4,19
1527,Gordon Hayward,F-G,2018-11-21,BOS,NYK,H,L,0,32,6,14,0.429,4,7,0.571,2,7,0.286,5,5,1.0,0,7,7,3,2,0,1,1,19
1528,Gordon Hayward,F-G,2018-12-14,BOS,ATL,H,W,0,18,7,10,0.7,4,7,0.571,3,3,1.0,2,2,1.0,0,1,1,5,1,0,3,1,19
1529,Buddy Hield,G,2018-10-17,SAC,UTA,H,L,1,32,9,18,0.5,8,14,0.571,1,4,0.25,0,1,0.0,1,5,6,1,1,1,4,6,19
1530,Buddy Hield,G,2018-11-04,SAC,MIL,A,L,1,24,8,15,0.533,6,10,0.6,2,5,0.4,1,1,1.0,2,2,4,1,0,0,3,2,19
1531,Aaron Holiday,G,2018-11-19,IND,UTA,H,W,0,21,7,10,0.7,5,6,0.833,2,4,0.5,3,5,0.6,0,7,7,1,0,0,0,3,19
1532,Jrue Holiday,G,2018-11-10,NOP,PHO,H,W,1,36,7,16,0.438,4,9,0.444,3,7,0.429,2,4,0.5,2,4,6,9,3,1,6,2,19
1533,Jrue Holiday,G,2018-11-17,NOP,DEN,H,W,1,32,8,19,0.421,6,14,0.429,2,5,0.4,1,1,1.0,1,2,3,8,3,1,2,4,19
1534,Jrue Holiday,G,2018-12-02,NOP,CHO,A,W,1,32,7,13,0.538,6,9,0.667,1,4,0.25,4,6,0.667,0,4,4,8,0,0,2,2,19
1535,Justin Holiday,F,2018-11-02,CHI,IND,H,L,1,36,7,14,0.5,2,3,0.667,5,11,0.455,0,0,,0,1,1,2,0,1,1,2,19
1536,Justin Holiday,F,2018-10-20,CHI,DET,H,L,1,38,6,8,0.75,4,5,0.8,2,3,0.667,5,5,1.0,0,6,6,2,2,0,0,1,19
1537,Richaun Holmes,F-C,2018-12-10,PHO,LAC,H,L,0,25,7,9,0.778,7,9,0.778,0,0,,5,7,0.714,2,5,7,2,1,3,2,6,19
1538,Rodney Hood,G-F,2018-12-14,CLE,MIL,H,L,1,29,7,14,0.5,4,7,0.571,3,7,0.429,2,2,1.0,1,2,3,3,0,0,0,3,19
1539,Al Horford,C-F,2018-10-25,BOS,OKC,A,W,1,31,7,16,0.438,4,11,0.364,3,5,0.6,2,2,1.0,3,6,9,2,1,1,1,4,19
1540,Al Horford,C-F,2018-11-21,BOS,NYK,H,L,1,35,7,11,0.636,5,9,0.556,2,2,1.0,3,4,0.75,3,4,7,5,1,3,0,0,19
1541,Al Horford,C-F,2018-12-06,BOS,NYK,H,W,1,28,8,12,0.667,8,12,0.667,0,0,,3,3,1.0,2,10,12,3,0,4,2,3,19
1542,Kevin Huerter,G,2018-12-14,ATL,BOS,A,L,1,31,7,10,0.7,2,2,1.0,5,8,0.625,0,0,,0,2,2,3,3,1,5,2,19
1543,Kevin Huerter,G,2018-12-12,ATL,DAL,A,L,1,36,6,11,0.545,2,5,0.4,4,6,0.667,3,4,0.75,0,1,1,1,1,1,4,4,19
1544,Serge Ibaka,F-C,2018-11-12,TOR,NOP,H,L,1,27,8,16,0.5,6,10,0.6,2,6,0.333,1,2,0.5,6,8,14,2,0,0,0,3,19
1545,Serge Ibaka,F-C,2018-11-21,TOR,ATL,A,W,0,21,8,11,0.727,7,7,1.0,1,4,0.25,2,2,1.0,3,6,9,1,0,0,4,4,19
1546,Ersan Ilyasova,F,2018-10-29,MIL,TOR,H,W,1,24,8,12,0.667,5,6,0.833,3,6,0.5,0,0,,2,8,10,2,0,0,1,1,19
1547,Joe Ingles,F-G,2018-11-12,UTA,MEM,A,W,1,36,6,12,0.5,3,6,0.5,3,6,0.5,4,6,0.667,2,4,6,5,1,0,3,2,19
1548,Joe Ingles,F-G,2018-11-02,UTA,MEM,H,L,1,37,6,13,0.462,3,5,0.6,3,8,0.375,4,5,0.8,0,3,3,2,1,1,5,2,19
1549,Brandon Ingram,F,2018-11-30,LAL,DAL,H,W,1,40,7,16,0.438,7,15,0.467,0,1,0.0,5,8,0.625,0,4,4,4,1,0,2,5,19
1550,Kyrie Irving,G,2018-11-24,BOS,DAL,A,L,1,35,9,24,0.375,9,19,0.474,0,5,0.0,1,1,1.0,2,3,5,6,2,1,5,2,19
1551,Reggie Jackson,G,2018-11-11,DET,CHO,H,L,1,32,6,15,0.4,4,7,0.571,2,8,0.25,5,6,0.833,3,0,3,7,0,0,4,3,19
1552,Reggie Jackson,G,2018-10-17,DET,BRK,H,W,1,35,7,20,0.35,5,11,0.455,2,9,0.222,3,3,1.0,1,1,2,4,1,0,2,1,19
1553,Reggie Jackson,G,2018-11-25,DET,PHO,H,W,1,31,6,20,0.3,2,5,0.4,4,15,0.267,3,3,1.0,0,2,2,8,2,0,1,4,19
1554,LeBron James,F-G,2018-10-24,LAL,PHO,A,W,1,28,7,16,0.438,6,11,0.545,1,5,0.2,4,4,1.0,0,7,7,10,3,0,0,1,19
1555,Stanley Johnson,F,2018-12-01,DET,GSW,H,W,0,23,8,16,0.5,5,9,0.556,3,7,0.429,0,0,,3,4,7,2,0,0,1,4,19
1556,Tyler Johnson,G,2018-12-20,MIA,HOU,H,W,1,32,6,10,0.6,4,5,0.8,2,5,0.4,5,9,0.556,1,3,4,0,0,2,2,1,19
1557,Frank Kaminsky,F-C,2018-12-02,CHO,NOP,H,L,0,25,7,10,0.7,6,6,1.0,1,4,0.25,4,6,0.667,3,2,5,1,0,0,1,5,19
1558,Enes Kanter,C,2018-11-14,NYK,OKC,A,L,0,22,8,11,0.727,7,10,0.7,1,1,1.0,2,3,0.667,2,3,5,1,0,0,2,2,19
1559,Kevin Knox,F,2018-12-12,NYK,CLE,A,L,1,33,7,15,0.467,4,9,0.444,3,6,0.5,2,2,1.0,0,7,7,1,0,2,1,3,19
1560,Kyle Kuzma,F,2018-10-29,LAL,MIN,A,L,1,32,8,18,0.444,6,11,0.545,2,7,0.286,1,2,0.5,2,4,6,3,0,0,0,2,19
1561,Jeremy Lamb,G-F,2018-11-03,CHO,CLE,H,W,1,24,8,15,0.533,8,13,0.615,0,2,0.0,3,3,1.0,2,6,8,2,1,0,2,1,19
1562,Jeremy Lamb,G-F,2018-12-09,CHO,NYK,A,W,1,28,8,12,0.667,7,7,1.0,1,5,0.2,2,2,1.0,0,5,5,0,1,0,0,2,19
1563,Zach LaVine,G,2018-12-10,CHI,SAC,H,L,1,32,7,13,0.538,4,8,0.5,3,5,0.6,2,2,1.0,1,1,2,2,3,0,6,1,19
1564,Alex Len,C,2018-11-30,ATL,OKC,A,L,0,23,7,14,0.5,4,8,0.5,3,6,0.5,2,2,1.0,4,1,5,1,0,1,1,4,19
1565,Kawhi Leonard,F,2018-11-02,TOR,PHO,A,W,1,30,7,14,0.5,6,12,0.5,1,2,0.5,4,6,0.667,2,4,6,5,2,1,2,0,19
1566,Caris LeVert,G-F,2018-10-20,BRK,IND,A,L,1,28,8,9,0.889,6,6,1.0,2,3,0.667,1,2,0.5,0,4,4,3,2,1,4,3,19
1567,Caris LeVert,G-F,2018-10-31,BRK,DET,H,W,1,40,7,16,0.438,6,11,0.545,1,5,0.2,4,6,0.667,0,6,6,6,2,0,1,4,19
1568,Damian Lillard,G,2018-12-21,POR,UTA,H,L,1,34,7,16,0.438,3,8,0.375,4,8,0.5,1,2,0.5,3,1,4,2,3,2,4,0,19
1569,Damian Lillard,G,2018-11-11,POR,BOS,H,W,1,35,7,15,0.467,5,8,0.625,2,7,0.286,3,3,1.0,0,5,5,12,0,0,4,1,19
1570,Jeremy Lin,G,2018-11-23,ATL,BOS,H,L,0,30,6,10,0.6,4,6,0.667,2,4,0.5,5,7,0.714,0,5,5,10,3,0,1,3,19
1571,Jeremy Lin,G,2018-11-06,ATL,CHO,A,L,0,18,7,9,0.778,6,8,0.75,1,1,1.0,4,4,1.0,0,1,1,2,2,0,3,3,19
1572,Jeremy Lin,G,2018-11-09,ATL,DET,H,L,0,22,5,9,0.556,3,5,0.6,2,4,0.5,7,7,1.0,0,3,3,4,3,0,0,2,19
1573,Brook Lopez,C,2018-12-09,MIL,TOR,A,W,1,33,7,13,0.538,2,5,0.4,5,8,0.625,0,0,,0,1,1,2,2,1,1,0,19
1574,Brook Lopez,C,2018-12-14,MIL,CLE,A,W,1,32,7,15,0.467,4,5,0.8,3,10,0.3,2,2,1.0,1,4,5,1,1,1,2,1,19
1575,Shelvin Mack,G,2018-11-02,MEM,UTA,A,W,0,33,7,11,0.636,3,5,0.6,4,6,0.667,1,1,1.0,0,6,6,3,0,0,3,1,19
1576,Boban Marjanovic,C,2018-12-05,LAC,MEM,A,L,0,13,4,5,0.8,4,5,0.8,0,0,,11,12,0.917,4,4,8,1,1,0,0,2,19
1577,Wesley Matthews,G,2018-10-20,DAL,MIN,H,W,1,35,7,19,0.368,3,8,0.375,4,11,0.364,1,3,0.333,2,2,4,2,0,0,2,5,19
1578,CJ McCollum,G,2018-10-30,POR,HOU,A,W,1,28,7,13,0.538,4,7,0.571,3,6,0.5,2,2,1.0,0,4,4,2,0,1,1,1,19
1579,CJ McCollum,G,2018-12-08,POR,MIN,H,W,1,33,7,15,0.467,4,8,0.5,3,7,0.429,2,2,1.0,0,5,5,4,1,2,1,1,19
1580,CJ McCollum,G,2018-11-23,POR,GSW,A,L,1,36,8,19,0.421,5,11,0.455,3,8,0.375,0,2,0.0,0,1,1,5,1,0,2,2,19
1581,CJ McCollum,G,2018-10-27,POR,MIA,A,L,1,36,7,20,0.35,4,13,0.308,3,7,0.429,2,5,0.4,2,5,7,2,0,1,0,4,19
1582,JaVale McGee,C,2018-12-15,LAL,CHO,A,W,1,18,9,10,0.9,9,10,0.9,0,0,,1,2,0.5,1,5,6,0,1,3,1,2,19
1583,Rodney McGruder,G,2018-10-24,MIA,NYK,H,W,1,31,6,8,0.75,3,5,0.6,3,3,1.0,4,5,0.8,0,6,6,5,1,0,0,4,19
1584,Rodney McGruder,G,2018-10-20,MIA,CHO,H,L,1,42,7,11,0.636,3,5,0.6,4,6,0.667,1,2,0.5,2,8,10,2,2,1,3,3,19
1585,Alfonzo McKinnie,F,2018-10-29,GSW,CHI,A,W,0,27,7,15,0.467,3,9,0.333,4,6,0.667,1,4,0.25,5,5,10,1,0,1,0,4,19
1586,Khris Middleton,F-G,2018-10-17,MIL,CHO,A,W,1,33,7,14,0.5,4,8,0.5,3,6,0.5,2,2,1.0,1,8,9,4,2,1,2,3,19
1587,Paul Millsap,F,2018-10-31,DEN,CHI,A,W,1,33,8,12,0.667,7,10,0.7,1,2,0.5,2,3,0.667,1,5,6,1,0,3,1,2,19
1588,Nikola Mirotic,F,2018-11-23,NOP,NYK,A,L,1,30,5,14,0.357,2,5,0.4,3,9,0.333,6,7,0.857,4,5,9,2,1,1,2,1,19
1589,Donovan Mitchell,G,2018-12-10,UTA,OKC,A,L,1,27,6,15,0.4,3,7,0.429,3,8,0.375,4,4,1.0,0,4,4,0,1,0,6,5,19
1590,Donovan Mitchell,G,2018-10-19,UTA,GSW,H,L,1,35,7,23,0.304,3,11,0.273,4,12,0.333,1,2,0.5,1,1,2,3,2,0,0,2,19
1591,Malik Monk,G,2018-12-15,CHO,LAL,H,L,0,27,7,14,0.5,5,9,0.556,2,5,0.4,3,3,1.0,2,3,5,1,0,0,2,3,19
1592,E'Twaun Moore,G,2018-11-24,NOP,WAS,A,L,1,35,8,14,0.571,7,11,0.636,1,3,0.333,2,2,1.0,2,3,5,2,6,0,4,4,19
1593,E'Twaun Moore,G,2018-11-01,NOP,POR,A,L,1,31,7,12,0.583,5,9,0.556,2,3,0.667,3,3,1.0,0,1,1,1,1,0,1,3,19
1594,Marcus Morris,F,2018-11-26,BOS,NOP,A,W,1,30,8,14,0.571,5,7,0.714,3,7,0.429,0,0,,4,7,11,3,0,0,1,4,19
1595,Monte Morris,G,2018-11-13,DEN,HOU,H,L,0,31,7,11,0.636,4,5,0.8,3,6,0.5,2,2,1.0,0,2,2,6,0,0,2,2,19
1596,Emmanuel Mudiay,G,2018-11-16,NYK,NOP,A,L,1,23,8,12,0.667,6,9,0.667,2,3,0.667,1,2,0.5,0,6,6,0,2,2,1,0,19
1597,Jamal Murray,G,2018-12-16,DEN,TOR,H,W,1,38,7,16,0.438,4,8,0.5,3,8,0.375,2,2,1.0,1,4,5,4,1,1,1,0,19
1598,Jamal Murray,G,2018-12-14,DEN,OKC,H,W,1,33,8,15,0.533,8,11,0.727,0,4,0.0,3,3,1.0,2,7,9,1,0,0,5,3,19
1599,Jamal Murray,G,2018-10-23,DEN,SAC,H,W,1,19,6,10,0.6,3,4,0.75,3,6,0.5,4,4,1.0,1,0,1,4,1,0,0,3,19
1600,Jamal Murray,G,2018-11-03,DEN,UTA,H,W,1,35,7,16,0.438,6,13,0.462,1,3,0.333,4,4,1.0,0,5,5,4,0,0,2,3,19
1601,Mike Muscala,F-C,2018-11-19,PHI,PHO,H,W,0,23,4,6,0.667,2,3,0.667,2,3,0.667,9,11,0.818,3,2,5,0,0,0,0,3,19
1602,Jusuf Nurkic,C,2018-11-04,POR,MIN,H,W,1,23,8,11,0.727,8,10,0.8,0,1,0.0,3,4,0.75,5,7,12,2,0,1,3,2,19
1603,Elie Okobo,G,2018-11-28,PHO,LAC,A,L,0,32,8,12,0.667,5,7,0.714,3,5,0.6,0,0,,0,2,2,4,3,0,3,3,19
1604,Kelly Olynyk,C-F,2018-10-27,MIA,POR,H,W,1,29,6,9,0.667,3,3,1.0,3,6,0.5,4,5,0.8,1,4,5,5,1,0,1,2,19
1605,Kelly Oubre,F,2018-12-05,WAS,ATL,A,W,0,25,5,10,0.5,3,5,0.6,2,5,0.4,7,8,0.875,1,4,5,0,3,0,2,5,19
1606,Kelly Oubre,F,2018-11-09,WAS,ORL,A,L,0,25,6,10,0.6,4,5,0.8,2,5,0.4,5,6,0.833,1,3,4,0,2,0,0,2,19
1607,Kelly Oubre,F,2018-11-18,WAS,POR,H,L,0,29,7,14,0.5,5,8,0.625,2,6,0.333,3,4,0.75,1,3,4,4,1,2,0,3,19
1608,Jabari Parker,F,2018-10-26,CHI,CHO,A,L,0,26,7,14,0.5,5,9,0.556,2,5,0.4,3,3,1.0,2,0,2,1,0,1,3,1,19
1609,Tony Parker,G,2018-12-07,CHO,DEN,H,W,0,22,6,14,0.429,5,12,0.417,1,2,0.5,6,8,0.75,3,1,4,3,2,1,1,0,19
1610,Chris Paul,G,2018-10-17,HOU,NOP,H,L,1,32,6,12,0.5,3,5,0.6,3,7,0.429,4,5,0.8,0,5,5,6,2,0,1,3,19
1611,Otto Porter,F,2018-11-06,WAS,DAL,A,L,1,38,7,12,0.583,2,6,0.333,5,6,0.833,0,0,,1,4,5,5,3,2,0,3,19
1612,Dwight Powell,F-C,2018-10-20,DAL,MIN,H,W,0,17,6,7,0.857,5,5,1.0,1,2,0.5,6,8,0.75,2,4,6,2,0,1,3,3,19
1613,Julius Randle,F-C,2018-11-16,NOP,NYK,H,W,0,30,7,10,0.7,7,8,0.875,0,2,0.0,5,8,0.625,3,8,11,2,1,0,3,4,19
1614,J.J. Redick,G,2018-10-24,PHI,MIL,A,L,0,32,6,13,0.462,3,5,0.6,3,8,0.375,4,4,1.0,0,2,2,6,0,0,3,1,19
1615,Josh Richardson,G,2018-11-25,MIA,TOR,A,L,1,34,6,19,0.316,3,11,0.273,3,8,0.375,4,6,0.667,2,3,5,1,1,0,0,4,19
1616,Terrence Ross,F-G,2018-12-15,ORL,UTA,H,W,0,23,8,9,0.889,5,6,0.833,3,3,1.0,0,0,,1,2,3,0,2,0,0,2,19
1617,Terrence Ross,F-G,2018-12-04,ORL,MIA,A,W,0,30,7,13,0.538,5,10,0.5,2,3,0.667,3,3,1.0,0,3,3,3,0,0,1,0,19
1618,Domantas Sabonis,F-C,2018-11-19,IND,UTA,H,W,0,26,7,9,0.778,5,7,0.714,2,2,1.0,3,6,0.5,1,8,9,9,2,0,4,2,19
1619,Domantas Sabonis,F-C,2018-11-23,IND,SAS,H,L,1,34,8,12,0.667,8,12,0.667,0,0,,3,6,0.5,1,15,16,4,0,0,3,4,19
1620,Dario Saric,F,2018-11-24,MIN,CHI,H,W,0,25,8,15,0.533,7,10,0.7,1,5,0.2,2,2,1.0,9,5,14,0,1,0,3,4,19
1621,Dennis Schroder,G,2018-12-07,OKC,CHI,A,L,0,27,7,14,0.5,6,11,0.545,1,3,0.333,4,4,1.0,0,5,5,3,0,0,1,2,19
1622,Dennis Schroder,G,2018-11-10,OKC,DAL,A,L,1,32,8,21,0.381,7,17,0.412,1,4,0.25,2,3,0.667,3,3,6,3,2,0,4,0,19
1623,Collin Sexton,G,2018-12-12,CLE,NYK,H,W,1,29,9,16,0.563,8,12,0.667,1,4,0.25,0,0,,1,2,3,2,0,0,5,4,19
1624,Ben Simmons,G-F,2018-12-02,PHI,MEM,H,W,1,37,8,10,0.8,8,10,0.8,0,0,,3,8,0.375,2,10,12,6,2,0,3,4,19
1625,Ben Simmons,G-F,2018-11-19,PHI,PHO,H,W,1,32,9,13,0.692,9,13,0.692,0,0,,1,6,0.167,2,9,11,9,1,0,4,2,19
1626,Ben Simmons,G-F,2018-10-16,PHI,BOS,A,L,1,43,7,14,0.5,7,14,0.5,0,0,,5,10,0.5,3,12,15,8,4,2,3,5,19
1627,Marcus Smart,G,2018-11-24,BOS,DAL,A,L,0,25,5,8,0.625,2,4,0.5,3,4,0.75,6,6,1.0,1,1,2,2,1,0,3,3,19
1628,Dennis Smith,G,2018-10-20,DAL,MIN,H,W,1,26,7,14,0.5,6,8,0.75,1,6,0.167,4,5,0.8,0,3,3,6,0,0,1,4,19
1629,Dennis Smith,G,2018-11-19,DAL,MEM,A,L,1,31,6,15,0.4,3,9,0.333,3,6,0.5,4,5,0.8,0,3,3,5,2,0,3,3,19
1630,Dennis Smith,G,2018-11-06,DAL,WAS,H,W,1,31,6,14,0.429,4,11,0.364,2,3,0.667,5,5,1.0,2,2,4,7,1,0,3,5,19
1631,Lance Stephenson,G-F,2018-11-17,LAL,ORL,A,L,0,22,6,9,0.667,5,6,0.833,1,3,0.333,6,6,1.0,1,5,6,3,2,0,1,1,19
1632,Jayson Tatum,F,2018-12-01,BOS,MIN,A,W,1,35,7,15,0.467,4,6,0.667,3,9,0.333,2,2,1.0,0,9,9,2,1,0,2,3,19
1633,Klay Thompson,G-F,2018-10-24,GSW,WAS,H,W,1,30,8,17,0.471,7,12,0.583,1,5,0.2,2,2,1.0,0,2,2,1,1,0,1,2,19
1634,Tristan Thompson,F-C,2018-11-05,CLE,ORL,A,L,1,34,9,12,0.75,9,12,0.75,0,0,,1,3,0.333,6,10,16,4,0,1,3,0,19
1635,Tristan Thompson,F-C,2018-12-03,CLE,BRK,A,W,1,34,8,11,0.727,8,11,0.727,0,0,,3,4,0.75,6,8,14,2,0,2,2,4,19
