,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
194,214.75,230.25,255.75,285.5,278.25,281.75,290.75,245.25,311.75,256.5,235.5,237.75,214.0,214.75
195,240.25,176.75,260.0,271.0,226.5,306.0,262.5,234.0,256.25,222.5,265.5,220.25,257.75,178.25
196,287.0,269.75,228.5,247.75,228.25,314.25,276.5,213.5,254.25,235.25,245.75,204.0,220.75,219.5
197,282.0,203.25,226.75,238.0,270.25,264.5,214.75,215.75,266.0,220.75,247.0,231.75,219.5,230.75
198,300.75,277.0,270.25,258.25,270.25,242.0,221.0,258.75,207.25,243.25,255.5,181.75,181.25,263.25
199,243.75,196.75,264.5,275.75,274.5,231.25,251.25,240.0,298.5,256.75,195.0,256.0,184.25,215.0
200,257.5,241.25,291.0,224.25,275.75,291.0,233.0,273.0,273.0,269.0,234.5,223.5,217.75,271.5
201,277.5,232.25,228.25,238.5,278.0,279.75,260.0,206.75,203.25,260.0,236.0,239.25,271.25,256.25
202,295.0,214.75,264.75,284.75,264.25,246.25,259.75,224.5,241.5,215.0,264.0,260.0,232.0,267.25
203,242.5,258.0,267.5,271.0,256.5,280.5,239.75,238.75,274.5,230.75,247.25,207.0,223.5,202.5
204,262.75,245.25,265.0,242.5,289.25,316.0,276.0,249.5,274.0,260.75,228.0,214.0,222.75,259.75
205,244.75,252.5,292.25,272.25,258.0,292.75,289.5,219.25,223.25,225.5,245.75,227.5,245.0,233.0
206,276.25,257.5,277.75,280.0,248.5,295.25,253.0,232.75,253.0,255.25,249.5,266.0,281.75,209.5
207,264.75,265.5,241.0,257.5,300.0,240.5,269.25,231.25,230.5,239.75,270.0,228.25,260.75,227.5
208,231.75,235.0,252.25,231.5,264.25,302.0,251.0,274.0,285.25,300.0,228.0,234.75,216.25,230.0
209,318.75,234.25,265.25,263.5,216.75,340.5,224.25,278.25,236.25,227.75,223.25,255.25,265.75,218.5
210,222.25,218.25,265.75,208.75,271.5,301.25,369.75,223.25,272.25,207.0,250.25,223.0,223.75,230.25
211,261.75,206.75,263.75,207.5,257.0,291.75,253.75,188.0,279.5,228.25,239.25,217.0,250.0,238.5
212,302.75,300.25,264.75,208.5,248.0,276.0,261.5,268.0,278.5,222.25,261.5,226.25,238.5,250.25
213,258.0,265.0,247.25,269.75,258.25,284.5,240.5,237.5,282.25,245.75,241.0,289.75,290.75,221.75
214,309.5,227.75,244.25,217.0,242.5,251.5,256.75,241.5,270.25,285.0,202.5,223.5,248.75,238.75
215,320.5,234.75,291.75,297.5,256.25,278.75,255.75,263.25,245.0,211.25,297.0,237.25,241.5,248.0
216,220.5,254.25,281.25,248.25,319.25,314.5,223.75,224.5,281.25,262.75,288.0,253.0,298.5,207.5
217,285.75,259.25,298.5,254.25,254.0,355.5,233.25,246.0,252.0,262.0,279.5,225.0,191.75,189.5
