,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
218,274.0,218.25,260.5,233.25,299.75,276.0,255.5,234.0,221.5,237.5,253.0,217.75,194.75,295.0
219,234.25,304.0,234.25,270.5,296.0,310.0,208.25,266.0,247.25,221.75,294.75,293.0,235.5,220.25
220,310.75,208.25,267.0,245.75,247.0,247.25,217.75,205.5,256.0,243.5,248.5,248.25,259.5,235.25
221,263.5,220.25,333.5,237.0,251.0,276.5,239.0,252.75,214.0,244.5,297.25,222.25,213.25,233.5
222,241.25,215.5,286.25,237.0,261.0,300.0,210.75,258.25,212.75,247.25,258.0,243.75,189.0,260.25
223,299.0,224.75,238.75,255.0,245.75,261.25,236.75,219.75,260.75,251.5,238.5,223.5,316.5,241.0
224,276.75,274.0,258.25,253.5,227.25,300.5,241.75,207.0,275.5,252.0,225.5,245.5,252.25,259.5
225,327.5,249.75,270.0,245.5,236.5,269.5,269.25,264.5,228.25,232.75,261.75,219.0,273.75,254.0
226,239.25,261.0,294.0,254.25,263.25,235.25,240.75,275.5,231.25,236.25,250.25,218.0,255.5,203.75
227,249.5,241.5,329.0,231.25,252.25,279.25,363.0,237.75,215.75,213.75,212.0,228.0,312.5,227.25
228,271.25,223.5,211.0,238.0,266.75,234.25,351.5,227.5,290.5,240.0,226.0,209.0,212.5,194.0
229,304.75,251.25,239.25,268.75,228.5,330.75,337.25,278.5,296.5,285.75,257.5,227.25,238.0,189.5
230,270.0,251.75,325.5,260.5,244.5,301.5,255.5,248.5,269.0,237.0,268.75,200.5,314.25,237.0
231,282.25,164.0,293.5,217.5,263.0,273.5,259.0,262.75,192.5,259.0,236.75,231.5,209.25,156.0
232,305.5,216.0,245.0,258.25,217.0,214.75,276.25,214.5,252.0,248.0,270.25,221.0,235.75,279.0
233,282.25,266.0,264.0,271.25,262.75,282.5,304.25,272.25,206.75,253.0,244.75,215.75,230.75,242.5
234,212.0,235.75,253.75,281.0,262.0,285.25,234.5,229.5,260.0,219.25,288.0,273.0,220.5,212.75
235,279.5,225.75,267.5,239.5,244.5,311.75,274.25,286.25,286.75,277.75,234.75,247.75,269.5,190.75
236,287.25,265.25,297.75,247.0,233.0,274.0,256.75,269.25,247.5,247.5,249.5,206.5,238.75,213.25
237,212.0,200.0,275.75,240.75,259.0,292.75,342.5,234.75,263.5,246.25,221.25,248.0,246.5,235.0
238,242.75,222.75,304.75,249.25,245.25,307.5,235.25,258.0,255.25,288.25,233.75,255.0,222.75,225.5
239,245.0,262.75,280.0,245.5,260.0,274.0,268.75,222.75,198.0,264.75,296.75,271.5,294.25,191.5
240,279.0,262.75,268.5,264.25,238.5,269.0,317.75,284.0,218.75,252.0,242.75,248.25,238.5,243.25
241,274.75,246.25,269.5,231.0,273.5,279.75,273.5,233.0,255.0,254.5,224.25,240.5,241.75,245.25
242,255.25,230.5,278.0,208.25,257.75,290.0,339.75,257.25,226.75,216.0,289.75,200.25,209.75,247.25
243,242.25,240.0,271.0,197.25,245.25,288.75,247.75,249.75,251.5,216.75,258.25,213.75,309.0,235.0
244,232.75,208.75,275.75,263.5,259.75,270.75,271.25,285.5,304.75,198.0,281.5,210.5,213.75,222.0
245,231.0,271.0,272.0,269.75,263.25,246.25,254.5,252.25,207.0,269.0,263.75,241.0,163.25,226.75
246,289.5,240.75,248.25,203.75,265.75,283.5,206.75,244.75,290.25,263.0,240.25,246.0,265.0,219.5
247,264.75,232.25,287.0,267.0,261.75,269.75,269.0,242.25,252.25,219.25,243.0,236.75,277.25,279.5
248,300.5,228.5,243.25,240.0,242.5,273.0,257.0,258.75,286.75,233.5,252.5,216.5,237.5,234.5
249,273.0,300.75,286.75,239.0,286.75,308.25,246.0,215.0,232.0,218.25,239.75,260.25,310.25,216.5
250,254.75,249.25,237.0,249.0,279.0,273.75,268.5,228.75,252.25,238.25,257.5,238.0,240.5,229.0
251,289.75,307.0,239.0,272.0,252.75,307.75,261.5,227.25,197.25,227.5,255.0,228.0,218.5,231.25
252,242.25,258.75,308.75,219.0,263.75,259.5,224.75,226.75,262.0,237.0,267.0,224.5,184.0,208.5
253,203.25,208.75,275.5,232.5,256.25,297.75,289.5,258.0,283.5,221.75,241.75,241.0,150.25,235.5
254,299.25,197.5,298.5,221.75,252.25,269.5,266.75,230.0,232.5,249.75,249.5,217.0,247.25,281.25
255,277.25,264.25,271.75,271.25,256.25,282.25,280.75,230.25,248.0,267.75,255.25,232.75,197.25,265.5
256,282.25,260.5,274.5,263.5,234.5,282.5,330.25,206.0,244.0,278.5,239.5,214.75,237.25,216.0
257,235.0,241.5,239.25,256.5,208.0,274.75,278.5,226.0,238.25,234.0,216.25,235.25,270.5,217.0
258,268.0,243.5,310.5,235.5,237.0,298.75,269.25,213.75,281.0,249.25,292.25,237.75,288.75,218.75
259,287.25,294.0,297.0,260.0,258.5,247.0,256.5,213.5,193.5,224.25,256.0,224.25,236.0,257.25
260,275.5,227.5,255.25,266.0,269.75,295.75,266.0,234.0,265.5,312.25,263.25,198.5,247.5,268.5
261,266.25,246.5,326.25,298.0,253.0,306.0,282.25,253.25,257.75,248.25,248.0,244.25,278.5,202.25
262,276.75,227.75,267.5,238.25,251.5,324.0,276.75,228.25,225.0,225.75,268.0,277.25,203.75,266.0
263,254.0,211.25,250.0,249.5,277.5,295.0,224.0,250.75,297.5,252.75,296.0,240.0,225.75,203.0
264,263.25,270.75,251.25,248.25,266.25,314.25,301.75,273.0,262.25,255.75,251.25,237.0,201.75,250.25
265,315.5,239.5,257.5,260.5,312.75,281.75,292.5,219.25,254.5,243.5,272.25,196.75,194.0,192.75
266,271.25,187.75,243.75,213.25,259.75,287.25,276.25,227.75,299.75,220.75,228.0,242.5,201.75,227.0
267,297.0,260.0,274.5,252.0,284.25,267.25,265.75,269.0,221.25,260.25,290.25,213.5,243.5,232.75
268,272.75,208.25,246.0,274.25,244.5,297.0,300.75,238.75,197.25,236.75,223.5,225.5,212.5,201.75
269,220.0,257.0,271.5,210.25,280.25,327.25,271.25,265.25,245.0,214.25,286.75,277.25,262.5,190.5
270,227.5,270.75,249.75,231.0,223.5,284.25,273.5,243.75,271.25,246.5,224.75,239.0,224.0,284.75
271,272.25,280.5,226.75,231.25,265.5,267.5,295.0,225.0,246.5,239.25,262.25,218.5,325.0,214.75
272,280.5,235.25,287.0,256.0,252.75,252.75,227.25,245.25,239.0,293.25,275.5,246.5,170.5,203.0
273,317.0,241.5,250.75,242.25,272.5,306.75,264.75,256.5,268.25,222.0,248.0,203.25,305.75,277.0
274,249.5,256.75,268.75,291.25,283.5,299.0,275.75,221.5,232.0,217.0,276.75,204.75,187.75,221.75
275,254.25,219.75,273.5,245.5,256.75,214.75,269.5,243.75,210.25,237.5,282.5,236.75,212.25,263.75
276,271.5,230.0,285.0,204.5,244.0,277.0,235.5,255.25,238.5,234.25,255.75,212.5,201.75,215.25
277,241.75,247.5,260.25,264.5,276.5,285.0,305.5,276.5,257.0,260.5,280.25,233.0,246.5,233.75
278,293.75,225.25,304.25,276.25,272.25,285.75,242.5,269.5,312.75,241.5,255.5,238.75,298.5,228.75
279,289.0,286.5,266.0,231.25,258.75,252.0,221.75,204.25,243.5,247.75,284.5,241.75,236.75,206.5
280,208.5,232.75,298.75,249.5,279.5,274.0,325.0,232.0,212.25,236.5,265.0,228.75,177.5,226.75
281,269.25,249.5,264.75,229.0,245.75,289.0,278.0,296.75,266.5,267.0,283.5,250.75,255.25,208.0
282,248.75,207.0,261.75,250.75,271.25,275.25,234.5,234.75,265.0,245.25,259.5,239.5,181.25,212.25
283,292.5,212.25,270.5,310.0,266.75,310.25,311.75,211.0,220.5,247.75,238.5,209.25,240.5,182.25
284,224.25,252.0,234.75,255.25,226.5,259.25,255.25,260.75,279.75,267.0,273.5,216.25,243.5,243.75
285,247.0,283.0,254.0,292.5,250.5,297.75,280.75,273.75,246.75,213.5,258.5,226.75,240.25,248.75
286,223.25,234.0,306.0,240.25,288.75,304.75,169.25,245.25,173.5,242.0,225.25,235.25,207.0,203.0
287,286.25,243.75,273.75,270.5,248.5,308.75,310.5,244.25,203.5,225.25,240.0,260.75,204.0,233.0
288,338.5,213.75,251.75,235.5,239.0,282.5,249.5,258.0,255.0,258.75,235.5,206.0,306.75,253.0
289,305.75,208.75,277.0,250.75,294.25,253.0,262.5,237.0,282.25,253.75,286.0,233.75,263.25,220.5
290,248.0,332.25,249.0,247.5,271.0,255.5,188.25,252.0,207.5,235.25,283.0,220.25,250.25,248.5
291,251.5,248.25,264.0,217.0,230.75,335.0,274.75,271.25,266.75,253.5,246.75,208.5,210.5,211.0
292,242.75,264.25,259.25,269.0,241.0,296.25,296.0,264.5,213.75,230.0,298.25,250.75,229.5,251.75
293,192.5,272.5,299.0,220.75,264.5,288.5,178.75,215.75,261.25,238.5,239.5,213.5,290.75,209.25
294,267.5,226.5,244.5,274.25,287.0,248.75,260.5,199.5,262.25,250.25,263.75,264.75,256.0,260.25
295,257.0,256.75,283.25,257.75,278.75,273.5,240.25,289.25,259.75,236.25,259.0,190.75,273.25,234.75
296,305.75,308.5,268.75,248.25,287.75,270.25,263.75,266.5,217.5,263.25,293.5,244.5,221.5,235.0
297,223.0,230.5,289.5,269.5,250.25,306.75,245.0,291.75,192.5,253.0,230.25,240.5,239.0,201.0
298,222.25,254.5,278.5,213.75,233.75,248.75,225.75,270.25,240.75,258.5,199.5,209.0,201.75,240.5
299,237.25,263.75,255.25,272.0,257.25,242.75,295.25,240.5,180.25,280.5,265.75,224.75,211.25,261.5
