,02-11-2018:teams_700.csv,03-11-2018:teams_700.csv,04-11-2018:teams_600.csv,05-11-2018:teams_700.csv,07-11-2018:teams_700.csv,09-11-2018:teams_700.csv,10-11-2018:teams_700.csv,21-11-2018:teams_700.csv,23-11-2018:teams_700.csv,26-11-2018:teams_700.csv,28-11-2018:teams_700.csv,21-12-2018:teams_700.csv,03-12-2018:teams_700.csv,05-12-2018:teams_700.csv,07-12-2018:teams_700.csv,08-12-2018:teams_700.csv,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
215,314.5,254.25,201.75,270.0,242.75,255.75,257.25,257.25,247.25,250.25,237.0,286.0,277.5,305.0,235.75,237.75,324.5,241.5,310.5,247.75,273.5,305.5,279.5,232.75,187.75,228.75,253.0,188.0,332.5,185.5
216,301.75,276.0,171.25,238.25,222.5,271.0,231.0,271.75,252.75,296.75,212.0,295.75,291.0,325.75,243.75,253.75,283.25,223.75,298.0,251.75,248.75,289.0,264.25,240.25,245.0,214.5,280.5,191.25,256.0,218.75
217,246.25,278.5,207.0,263.75,251.75,261.25,287.0,277.5,204.5,273.25,276.5,270.0,292.0,319.25,255.5,263.0,265.75,220.0,289.75,230.0,252.5,312.5,267.75,264.0,280.5,235.5,287.75,206.0,292.5,264.25
218,278.75,270.25,160.0,283.25,251.0,271.0,231.5,296.0,252.75,272.0,237.0,290.25,269.25,317.5,218.0,285.5,305.5,240.5,326.75,257.5,259.0,295.5,303.25,258.5,285.0,219.75,280.0,190.25,280.75,207.75
219,261.25,231.75,151.5,299.25,277.5,295.5,268.25,292.5,255.0,251.0,218.5,298.5,273.25,299.5,264.25,275.5,247.25,229.75,286.25,221.5,260.5,291.5,266.25,243.0,234.5,229.0,256.25,231.25,291.0,249.0
220,294.0,271.25,198.75,223.0,277.75,273.0,285.75,279.75,209.75,242.75,264.75,250.75,264.5,314.75,259.5,255.25,299.5,213.5,267.0,254.75,244.0,276.25,266.5,266.5,232.75,231.5,248.5,207.0,272.5,244.5
221,267.5,295.0,180.5,274.75,268.0,269.0,236.5,265.25,260.25,280.5,251.75,276.25,279.0,319.25,238.75,271.0,338.75,228.75,299.75,247.75,234.0,292.5,300.25,246.0,232.75,207.5,300.0,229.5,285.5,235.0
222,278.25,264.75,181.5,295.5,234.5,293.0,251.5,284.5,261.5,302.5,228.5,284.0,284.25,281.0,281.0,286.0,258.0,262.25,299.25,281.5,264.75,288.5,274.75,273.5,232.0,240.25,296.0,217.25,288.75,261.25
223,256.75,309.0,175.0,237.5,254.0,280.0,233.75,266.5,231.0,251.25,228.75,275.5,271.5,265.5,248.0,293.25,282.25,252.75,311.25,238.5,301.5,285.5,282.0,254.25,200.75,215.25,309.5,204.75,260.25,223.75
224,298.5,273.0,176.5,271.5,243.0,274.0,273.5,268.75,246.5,294.0,195.25,267.5,251.25,344.75,257.75,263.5,318.75,236.75,291.5,273.5,241.5,319.25,261.5,276.25,251.5,239.5,298.5,226.0,295.0,241.25
225,300.0,287.5,169.5,256.25,260.75,267.75,259.25,291.0,254.5,292.5,252.75,291.25,277.0,313.0,276.25,248.75,310.5,264.0,284.75,265.0,234.5,274.0,276.75,241.25,293.5,224.75,272.75,213.75,266.75,253.5
226,278.75,250.25,179.5,282.5,231.25,296.5,268.0,251.25,273.0,306.25,225.75,304.75,275.0,305.25,261.75,296.25,324.5,261.0,301.25,238.75,248.5,270.0,259.25,240.75,270.75,237.0,264.25,224.5,314.0,265.0
