,02-11-2018:teams_700.csv,03-11-2018:teams_700.csv,04-11-2018:teams_600.csv,05-11-2018:teams_700.csv,07-11-2018:teams_700.csv,09-11-2018:teams_700.csv,10-11-2018:teams_700.csv,21-11-2018:teams_700.csv,23-11-2018:teams_700.csv,26-11-2018:teams_700.csv,28-11-2018:teams_700.csv,21-12-2018:teams_700.csv,03-12-2018:teams_700.csv,05-12-2018:teams_700.csv,07-12-2018:teams_700.csv,08-12-2018:teams_700.csv,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
32,221.0,247.75,235.0,274.25,270.5,286.25,231.25,265.5,232.75,274.0,278.5,233.5,270.0,254.25,301.0,266.25,320.0,260.25,270.25,268.75,254.0,306.25,297.5,264.0,257.75,258.75,258.75,256.25,182.75,260.75
33,238.75,280.0,245.75,256.5,261.25,246.0,267.0,275.5,287.5,328.0,240.5,235.25,242.5,222.75,295.75,317.75,339.5,264.5,270.0,232.0,269.5,330.5,311.0,245.0,247.75,259.0,248.25,232.5,225.5,227.0
34,255.75,240.0,258.0,289.5,265.25,240.5,234.75,281.75,252.5,248.0,297.5,255.25,239.5,257.0,273.25,235.5,351.25,264.5,308.0,249.0,247.75,267.75,251.0,207.5,258.75,265.0,274.5,255.0,184.0,273.5
35,268.5,259.5,250.0,279.0,253.5,228.75,235.25,258.0,279.75,258.75,257.0,249.5,255.25,229.0,306.25,247.25,344.75,247.75,316.5,278.25,286.25,278.25,278.5,244.0,309.25,264.5,313.25,260.5,213.75,279.0
36,258.25,270.25,251.25,262.25,244.75,254.5,235.5,294.25,259.0,295.75,269.5,233.25,229.25,274.0,277.0,245.25,293.75,294.0,279.25,241.0,250.0,271.0,280.5,210.0,276.0,243.25,272.75,215.75,222.0,229.75
37,274.0,305.25,225.5,304.0,264.5,241.0,273.0,261.0,242.0,304.75,274.5,227.0,227.5,274.5,286.25,288.5,353.0,264.5,307.25,272.5,287.5,313.0,249.25,246.0,238.5,245.75,246.25,262.25,237.25,248.0
38,269.75,267.5,223.0,293.5,266.25,258.5,216.75,279.25,229.75,323.75,304.0,262.0,254.75,263.5,304.75,295.5,324.0,302.75,270.0,261.5,256.25,305.5,262.75,234.0,234.5,252.75,264.5,244.25,213.5,253.5
39,237.0,285.75,247.0,239.5,281.5,226.75,231.75,281.75,288.25,273.75,297.0,242.25,276.5,246.25,293.75,297.75,305.5,264.5,311.25,223.75,284.25,272.75,316.0,245.5,309.25,286.25,231.5,229.5,206.0,236.0
40,262.75,271.5,228.75,243.75,293.25,295.0,243.5,278.5,225.5,307.25,283.25,239.0,269.0,263.75,282.75,327.25,338.0,227.75,308.0,224.25,255.75,306.25,332.0,216.75,277.75,256.25,291.25,231.5,180.5,291.0
41,234.25,247.75,200.25,259.25,257.75,250.5,246.5,269.25,221.75,279.0,254.75,260.25,266.5,274.25,308.75,261.5,338.5,242.25,289.25,246.0,257.25,282.0,293.5,253.25,259.0,259.0,269.75,209.25,193.75,276.75
42,268.25,286.5,241.75,267.25,241.5,276.25,263.5,296.25,260.75,258.0,287.25,258.75,240.5,244.25,293.25,292.0,349.75,260.75,283.25,231.75,257.75,282.0,265.0,184.5,259.0,253.25,213.25,214.0,228.75,234.5
43,245.5,257.75,223.0,295.25,255.0,233.75,245.0,273.5,260.25,243.5,260.25,236.75,254.75,268.5,285.25,287.75,319.25,249.5,281.75,233.25,252.75,316.25,295.0,235.0,249.75,275.5,243.25,216.5,200.5,266.25
44,232.25,261.75,236.25,252.75,240.75,259.5,253.0,297.0,217.25,304.25,291.75,241.5,259.25,259.75,247.75,293.5,330.25,244.75,338.75,214.75,251.0,335.25,312.5,225.25,300.25,262.25,287.25,227.25,250.25,276.25
45,238.75,278.75,222.0,272.0,270.25,240.75,250.25,271.25,287.25,311.25,288.75,234.5,275.75,257.25,269.75,278.0,329.0,260.75,308.25,280.0,294.25,275.25,280.75,234.5,245.0,266.25,279.5,220.75,185.75,234.0
46,223.0,285.25,233.25,270.5,284.75,255.75,241.5,266.0,259.25,271.25,281.25,258.5,256.75,217.5,255.0,332.5,344.0,239.75,340.0,265.5,264.75,289.75,334.25,256.75,267.0,228.25,263.5,225.75,215.75,210.5
47,235.5,299.5,215.0,268.25,261.75,254.75,244.25,238.0,252.25,309.25,275.0,250.0,269.5,228.5,284.5,321.5,316.5,253.5,284.75,240.75,269.25,279.25,250.25,237.75,255.5,289.0,293.75,208.25,203.0,265.5
48,244.25,269.25,236.5,265.75,245.0,240.5,226.75,269.25,257.75,318.0,270.5,271.25,260.25,245.5,271.5,259.25,335.0,242.0,328.25,242.0,254.25,285.75,292.75,201.75,281.0,243.25,284.25,220.5,222.75,251.25
49,248.5,303.5,199.5,258.0,276.75,261.75,264.5,241.75,261.0,289.0,313.5,234.5,255.25,290.25,283.0,246.75,348.25,277.5,301.75,245.25,254.0,344.5,305.25,247.0,277.5,261.0,227.75,220.25,254.5,255.5
50,246.25,282.75,247.0,231.0,259.75,261.75,212.75,300.75,240.5,285.0,223.75,254.25,244.0,268.75,285.5,248.0,319.5,261.75,333.5,260.25,294.75,268.0,311.75,256.25,265.0,304.5,246.25,214.75,198.25,228.75
51,258.25,259.5,249.5,261.5,274.0,245.25,242.25,302.25,253.5,341.25,254.0,243.75,253.5,259.25,276.5,273.0,329.5,244.75,284.5,249.5,252.25,273.25,272.75,250.75,255.75,271.0,282.25,223.0,157.75,268.5
52,239.25,289.75,265.0,235.5,270.75,255.75,225.25,293.25,274.74,318.0,268.5,254.75,252.0,261.5,315.0,241.0,315.0,277.5,309.5,241.25,297.0,315.25,239.0,237.25,252.75,280.25,260.5,241.5,197.5,248.5
53,247.75,293.75,230.75,259.5,250.75,269.0,231.75,273.5,270.75,335.0,268.0,229.75,271.0,217.0,317.25,264.75,346.75,270.0,320.5,242.25,257.0,288.5,308.75,237.0,259.0,253.75,275.5,231.25,194.5,293.0
