,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
198,215.25,205.5,298.75,221.75,223.25,288.25,228.75,227.25,213.0,245.0,236.75,260.0,156.0,257.25
199,218.0,234.0,308.25,211.0,296.0,287.75,253.5,239.75,257.0,245.25,221.5,220.0,254.5,242.0
200,269.0,234.75,264.0,235.75,289.0,295.25,302.75,278.75,274.25,202.75,220.25,234.75,182.75,256.25
201,235.25,223.25,228.0,223.25,248.25,292.5,270.25,267.0,248.25,213.25,219.25,206.0,236.0,241.0
202,263.75,197.25,271.75,280.25,279.0,258.75,249.25,241.75,251.25,226.0,271.5,285.25,159.5,217.5
203,253.5,202.75,293.0,232.25,257.5,314.0,377.5,238.75,234.25,234.5,245.25,206.5,257.75,242.5
204,216.0,267.75,288.5,262.5,203.0,286.25,297.75,235.75,223.75,241.0,275.25,264.25,192.25,249.25
205,260.5,219.0,263.25,234.75,239.5,300.75,303.75,212.0,223.0,244.25,261.5,199.0,240.5,182.75
206,210.0,217.75,235.0,259.5,221.0,350.75,260.0,262.25,202.25,255.75,192.75,205.75,181.0,221.5
207,271.25,243.0,284.75,207.25,253.5,287.75,264.75,228.0,246.25,277.25,223.25,267.5,264.25,236.0
208,254.25,216.25,273.25,247.25,262.25,281.0,279.5,239.75,240.5,225.5,211.75,198.0,248.5,168.5
209,233.75,215.0,261.25,253.75,247.75,316.25,287.0,244.5,235.75,224.75,238.0,255.5,205.75,230.0
210,258.0,208.5,317.75,251.75,238.75,273.75,275.5,228.75,236.5,227.75,200.0,236.5,174.75,238.25
211,210.25,195.0,254.5,258.75,250.25,294.75,242.0,255.5,215.0,233.25,266.25,204.5,266.75,249.0
212,260.5,219.75,264.5,266.25,231.5,333.25,268.75,244.5,240.25,224.5,256.25,253.0,197.25,226.0
213,299.0,260.5,267.0,205.5,242.5,290.5,255.75,226.5,225.75,215.75,261.0,235.5,224.5,225.0
214,260.25,196.25,285.75,249.0,280.25,225.0,262.5,215.75,238.5,226.5,277.0,212.5,206.5,257.25
