,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
215,228.25,196.5,261.25,252.0,247.25,258.25,273.5,251.0,239.0,230.75,257.75,241.5,267.25,206.5
216,264.75,263.0,270.5,237.5,257.75,311.75,266.75,241.0,262.75,224.5,229.25,259.25,198.5,253.75
217,261.75,212.0,270.75,218.0,237.75,265.75,276.25,247.0,246.25,258.5,248.75,233.5,212.0,249.25
218,297.5,180.5,277.75,287.75,256.25,304.0,304.5,245.75,271.75,197.5,251.5,225.75,205.5,227.0
219,232.5,232.5,254.5,205.0,236.0,310.0,221.5,265.0,198.5,251.25,189.5,211.75,258.25,242.25
220,269.0,252.75,324.5,225.5,273.5,284.5,255.0,247.25,238.0,276.0,274.25,194.5,264.0,239.25
221,243.0,248.75,314.25,236.5,256.25,279.25,242.75,249.0,250.25,214.25,230.75,247.0,208.75,239.0
222,294.25,206.25,252.25,217.0,253.75,249.5,255.75,224.5,235.0,271.75,236.75,252.75,295.25,217.75
223,275.75,218.25,242.5,213.0,276.5,290.5,283.75,250.25,236.25,240.0,241.0,250.25,250.0,233.25
224,276.5,222.0,281.75,267.0,248.75,293.25,266.5,202.0,226.0,258.5,217.0,189.75,201.0,200.5
225,265.0,209.5,272.25,219.5,271.0,234.25,198.0,208.0,288.5,221.5,231.75,209.25,192.5,205.75
226,231.0,266.75,273.75,201.5,305.75,268.5,287.25,246.0,246.25,252.0,238.5,238.5,215.25,233.25
227,206.5,245.0,283.5,236.5,233.25,301.75,242.5,267.5,251.75,246.25,276.0,285.75,183.75,226.0
228,215.0,200.25,261.0,203.0,250.75,311.25,269.75,236.0,200.75,209.0,246.25,227.75,176.25,269.5
229,216.75,178.5,305.75,259.25,273.5,257.25,239.0,268.75,251.5,258.75,258.0,232.25,208.25,197.0
230,285.5,254.75,275.0,241.25,229.5,306.5,307.0,243.0,218.0,245.0,216.0,228.5,216.75,221.0
231,259.5,228.5,251.75,238.0,226.5,265.25,297.75,277.0,262.0,242.0,229.75,231.25,319.75,224.0
232,245.5,226.5,297.25,270.75,307.75,316.25,291.75,249.5,202.0,238.75,227.0,216.25,268.5,260.5
233,254.25,271.0,275.75,253.5,242.25,280.75,246.25,217.0,236.25,241.75,168.0,229.0,237.75,209.75
234,266.25,211.5,265.75,210.25,242.25,298.75,216.25,232.5,217.25,219.0,247.0,218.75,168.5,273.0
235,203.25,231.75,274.25,242.25,232.75,322.75,253.75,281.0,229.0,243.5,249.25,242.0,212.75,260.0
236,208.75,249.25,291.0,224.0,247.5,291.25,305.0,223.75,208.0,220.5,224.75,212.75,203.25,243.5
237,249.0,209.5,243.75,265.75,265.25,251.75,282.25,252.5,266.5,223.25,224.75,236.0,181.75,229.25
238,292.0,180.0,321.0,237.0,305.5,273.75,230.0,226.5,177.0,248.0,271.75,257.5,186.0,216.0
239,261.25,187.0,296.25,236.75,243.75,255.5,267.5,252.75,207.25,233.0,231.75,219.25,199.0,180.5
240,258.5,240.75,285.5,273.0,193.5,277.0,296.25,226.0,230.75,242.0,225.0,245.75,194.75,214.25
241,271.0,238.75,270.5,215.75,243.0,268.0,227.25,281.75,177.0,215.0,212.0,226.25,271.25,206.5
242,221.25,208.0,260.25,242.25,259.75,258.0,230.5,233.0,258.25,271.5,200.0,240.5,193.75,214.5
243,255.5,229.0,265.25,215.75,221.75,300.0,254.0,255.0,189.25,258.0,259.5,271.75,290.25,247.0
244,219.75,234.75,255.0,217.0,275.5,298.0,279.25,204.0,214.5,242.25,251.5,229.75,280.0,250.75
245,257.5,228.0,271.5,273.25,219.0,298.75,273.75,244.75,198.5,231.25,258.25,226.5,213.5,195.75
246,280.5,253.75,248.25,202.25,226.75,276.5,209.25,229.5,222.5,264.75,287.25,257.0,237.75,216.5
247,286.75,212.75,280.5,197.5,264.75,282.25,238.25,281.0,263.25,240.5,222.0,204.5,228.5,258.25
248,253.25,214.25,305.5,214.5,276.0,250.5,277.5,272.75,216.5,239.5,207.0,236.0,212.25,177.25
249,231.5,236.5,283.0,259.25,267.25,295.0,229.25,226.0,240.0,227.75,183.0,198.0,286.75,245.25
250,234.5,205.5,283.75,245.0,263.0,282.75,233.5,234.0,257.0,267.25,245.5,227.0,250.25,262.75
251,227.5,190.5,299.0,241.25,230.75,251.5,334.25,266.75,204.5,215.25,218.25,248.0,248.0,215.5
252,277.25,202.5,303.25,263.25,254.0,301.25,266.0,284.25,194.0,179.5,219.25,251.75,219.0,241.5
253,307.75,291.5,280.0,261.5,246.5,293.75,254.0,251.75,190.25,265.5,238.25,217.75,263.25,220.75
254,308.25,230.0,292.0,241.75,225.0,271.25,244.75,242.0,221.75,257.25,193.25,216.0,266.25,254.0
255,291.5,216.25,262.0,267.75,258.0,251.0,266.25,274.0,192.25,265.25,211.0,231.25,266.75,243.75
256,317.0,226.0,304.0,263.25,239.75,304.5,274.75,298.0,221.0,220.25,254.0,219.25,176.75,216.0
257,237.5,216.25,284.75,246.25,257.25,259.5,211.0,247.5,208.75,231.25,208.0,244.75,229.25,261.5
258,269.5,198.75,284.75,276.75,236.25,298.5,258.75,241.0,253.5,192.75,258.25,258.25,187.75,212.75
259,262.0,160.25,302.0,250.0,282.25,282.0,234.0,246.5,267.5,253.0,230.75,185.75,278.25,235.0
260,236.75,249.75,294.5,251.0,252.0,296.75,210.5,251.75,236.5,264.75,236.25,249.5,173.75,223.5
261,228.0,204.0,273.5,242.0,264.25,289.25,292.25,249.0,249.0,252.0,212.5,229.0,239.25,254.5
262,263.75,263.75,255.25,263.25,254.5,315.25,262.75,268.5,247.25,234.25,277.5,227.75,242.5,231.0
263,252.25,204.25,282.25,235.0,245.5,306.25,284.5,236.75,283.5,220.5,195.75,279.75,245.0,212.25
264,203.25,254.5,285.0,212.0,256.25,296.0,273.75,289.0,238.5,194.75,297.5,193.25,312.5,186.25
265,257.75,165.5,282.75,229.75,239.0,277.25,267.0,224.75,270.25,237.0,216.25,237.75,252.0,197.5
266,268.25,246.75,261.75,208.5,235.25,341.25,255.5,257.25,290.5,264.5,235.5,242.0,206.5,227.75
267,302.25,220.5,293.0,235.75,279.5,270.0,305.75,270.0,197.25,209.0,267.5,247.0,203.75,216.0
268,236.5,225.5,260.0,284.5,257.75,295.5,273.75,244.25,238.0,269.75,217.75,223.25,236.75,222.25
269,256.0,252.5,251.75,218.25,229.25,278.25,286.75,257.75,230.0,220.0,218.5,247.75,226.25,222.5
270,306.0,205.75,232.25,236.5,276.5,263.75,293.75,259.5,236.0,207.0,235.0,215.25,249.0,213.75
271,222.5,207.25,286.0,252.75,226.0,251.0,250.25,284.5,246.0,264.75,223.0,217.25,275.5,239.25
272,279.0,233.75,270.75,229.75,259.25,321.75,225.0,221.75,163.75,243.5,246.75,198.25,191.0,257.75
273,270.75,207.75,265.75,265.0,234.5,268.25,282.25,228.25,210.0,232.0,211.5,257.0,196.0,278.75
274,228.75,202.5,262.0,243.75,216.0,272.25,230.25,230.5,170.75,241.25,225.5,214.5,251.0,228.25
275,263.0,241.5,279.75,258.5,265.25,293.0,284.5,236.0,209.5,252.0,223.5,175.25,226.0,283.25
276,257.0,203.5,257.25,238.75,251.0,284.5,265.0,270.0,180.75,224.0,220.5,230.0,126.25,215.75
277,230.0,246.25,271.75,283.0,227.0,275.25,268.0,254.75,183.75,257.0,242.0,204.5,223.0,214.75
278,284.5,235.5,250.0,211.25,223.75,284.0,276.75,282.0,274.25,278.25,226.75,224.75,192.25,234.0
279,218.25,232.5,235.75,261.75,255.5,328.25,294.0,240.25,241.25,230.75,239.0,266.75,226.5,256.25
280,220.25,214.75,250.75,275.5,229.5,273.0,249.5,190.0,218.0,265.0,296.75,222.5,171.0,236.5
281,241.75,223.75,271.75,273.0,242.25,290.25,229.25,223.0,225.0,258.5,231.0,259.75,226.5,198.75
282,250.75,251.25,303.75,259.0,212.25,332.5,304.25,273.0,222.25,255.75,245.5,254.5,243.75,196.5
283,308.25,220.25,254.5,216.5,217.0,334.0,249.5,253.75,249.0,264.25,251.5,242.0,223.5,229.5
284,288.0,191.75,267.75,237.25,271.75,313.75,303.75,204.0,211.5,230.5,260.75,221.25,233.0,225.25
285,218.75,254.0,265.5,275.0,236.5,308.5,245.75,226.0,218.5,247.5,224.0,271.0,262.5,157.75
286,254.5,274.5,250.75,221.0,266.0,291.75,230.25,241.25,247.0,240.0,239.5,261.5,249.5,213.75
287,254.25,222.75,250.5,252.25,241.75,284.0,284.0,285.5,242.25,239.5,212.5,274.25,252.75,199.25
288,245.75,206.0,249.75,236.5,264.75,316.0,218.5,204.5,256.75,216.25,260.75,211.75,262.25,231.75
289,266.5,209.0,275.25,244.75,217.25,243.0,223.0,315.25,256.75,255.0,276.5,222.25,236.75,228.75
290,264.25,247.75,244.25,253.75,258.75,277.5,256.0,254.0,252.5,264.75,274.5,186.0,206.5,275.75
291,257.0,207.25,309.0,237.75,302.0,256.75,291.25,268.75,204.5,226.0,219.25,244.25,182.25,222.75
292,255.5,162.0,259.0,213.75,233.25,324.75,279.75,227.75,298.25,208.5,210.0,221.5,245.0,259.5
293,264.0,269.75,248.5,231.5,215.5,286.5,233.0,200.25,239.75,274.0,233.0,271.5,270.0,269.25
294,270.5,221.5,323.0,220.75,250.0,295.0,271.75,271.25,187.25,198.0,224.25,231.25,201.75,253.75
295,244.0,242.25,282.5,256.5,225.0,272.75,266.5,238.0,250.5,245.25,235.5,219.5,325.5,221.25
296,265.25,210.0,237.5,199.25,227.75,283.0,233.75,260.5,253.75,279.25,204.5,221.5,180.0,238.75
297,252.25,239.75,305.25,271.75,214.5,315.75,294.25,211.0,191.5,277.0,254.25,249.0,287.25,229.5
298,217.25,202.0,265.5,245.0,226.25,311.5,267.5,250.0,215.25,265.25,202.75,233.75,223.75,226.0
299,271.0,220.25,252.5,239.75,241.25,300.5,267.75,283.25,241.0,222.75,210.25,247.75,271.75,231.0
