,cash,gpp,gpp_1.1x,gpp_1.2x,gpp_1.3x,tot,supertot
asdf,37.86666666666667,25.866666666666667,3.1333333333333333,0.06666666666666667,0.0,1500.0,1500.0
asdf_pg,38.74269005847953,28.21637426900585,3.654970760233918,0.0,0.0,684.0,1500.0
asdf_pf,36.637931034482754,27.586206896551722,3.0172413793103448,0.0,0.0,464.0,1500.0
asdf_dg,40.91456077015644,26.594464500601685,2.286401925391095,0.0,0.0,831.0,1500.0
