,cash,gpp,gpp_1.1x,gpp_1.2x,gpp_1.3x,tot,supertot
tbigs_pg,59.76190476190476,46.19047619047619,13.095238095238097,2.142857142857143,0.0,420.0,1000.0
tbigs_nopg,27.413793103448274,18.275862068965516,2.2413793103448274,0.0,0.0,580.0,1000.0
